Time,V-111,V-112,V-113,V-114
0,0.02818107773,0.02954006371,0.03101825899,0.03240108683
5e-06,0.03943443533,0.03635883548,0.03182888221,0.03263950542
1e-05,-0.04251003519,-0.01299381334,-0.01933574792,0.00364780448
1.5e-05,-0.03550052854,0.00810623217,0.02243518963,0.05259514168
2e-05,-0.02586841737,-0.01015663208,0.04847050002,-0.00765323685
2.5e-05,0.08566380058,0.03893375629,0.0947952327,0.09920597668
3e-05,-0.00488758116,-0.06179809939,-0.05664825777,-0.01966953395
3.5e-05,0.02179145943,-0.02992153346,-0.00925064142,0.05285740214
4e-05,-0.07114410824,-0.05693436008,-0.06651878753,-0.02243518963
4.5e-05,-0.04172325383,-0.01990795254,-0.0198125851,0.03643036106
5e-05,-0.04022121669,-0.01959800837,-0.00143051156,0.01473426907
5.5e-05,-0.02291202682,-0.01850128284,0.00958442745,0.02253055707
6e-05,0.02627372898,-0.02357959888,0.00219345106,0.04436970022
6.5e-05,0.01153945992,-0.04615783967,-0.02851486376,0.01461505977
7e-05,-0.04935264882,-0.05345344862,-0.06148815522,0.00319480915
7.5e-05,-0.03988743066,-0.03519058437,-0.05056858364,0.02758503125
8e-05,-0.02131462224,-0.05114078827,-0.03395080769,0.01690387827
8.5e-05,0.01564025972,-0.03132820316,0.04229545845,0.04911423022
9e-05,0.00028610231,0.00207424176,0.05860329024,0.01821518053
9.5e-05,0.0505924255,0.06823540141,0.05052089992,0.09808540929
0.0001,-0.06668568055,-0.03583431457,-0.08594990289,-0.01003742278
0.000105,-0.01525878997,-0.01456737605,-0.01332759937,0.07946491715
0.00011,-0.05257129983,-0.02179145943,-0.03888607257,0.02551078948
0.000115,-0.00126361854,0.03309250075,0.0143051156,0.07319450815
0.00012,0.02951622185,0.04034042599,0.02353191516,0.07362366161
0.000125,0.03135204502,0.03774166332,0.0049829486,0.06573200618
0.00013,0.01823902239,0.08203983796,0.01165866921,0.08728504701
0.000135,-0.02846718004,0.07441044297,-0.01161098549,0.0500679046
0.00014,-0.02598762667,0.043559077,-0.02160072455,0.04539490017
0.000145,-0.02839565446,0.02779960798,-0.03821850051,0.02586841737
0.00015,0.01890659445,0.09458065597,0.00119209297,0.05509853691
0.000155,0.05285740214,0.14612675584,0.05452633229,0.08730888887
0.00016,0.03004074276,0.12032986404,0.0698804897,0.07710457308
0.000165,0.03948211905,0.11091232961,0.03447532859,0.09288788395
0.00017,0.00693798107,0.08068085198,-0.03607273317,0.06129742034
0.000175,0.01876354329,0.07967949389,-0.00047683719,0.0910997445
0.00018,-0.00071525578,0.05099773711,0.02496242672,0.06482601552
0.000185,-0.01499652952,0.05099773711,0.02505779416,0.03712177498
0.00019,0.04475116996,0.10926724132,0.03817081679,0.11157990167
0.000195,0.01089572971,0.0726938291,-0.02174377571,0.05042553249
0.0002,0.05400181139,0.07221699191,0.018644334,0.05595684385
0.000205,0.01926422234,0.04072189574,0.03824234237,0.01876354329
