Time,V-111,V-112,V-113,V-114
0,-0.03101825899,-0.06463528065,-0.04415512348,-0.03685951453
5e-06,0.06868839673,0.01869201772,0.07209778262,0.08108616359
1e-05,-0.02923011954,-0.03538131925,-0.05025863947,-0.05559921596
1.5e-05,0.10147095331,0.09384155833,0.04878044419,0.14312268157
2e-05,-0.0526428254,0.00102519995,-0.06833076884,-0.04453659323
2.5e-05,0.05593300199,0.07989407062,0.03938675162,0.10151863703
3e-05,-0.06339550396,-0.02982616602,-0.05764961586,-0.05724430425
3.5e-05,0.0213384641,0.02863407306,0.03364086352,0.07808208931
4e-05,-0.0356435797,-0.01275539474,-0.04513263971,0.00164508829
4.5e-05,0.02660751501,0.02417564536,-0.01695156198,0.05478859274
5e-05,0.02322197099,0.00352859518,-0.00259876267,0.01721382244
5.5e-05,-0.00274181382,-0.00925064142,0.00689029735,-0.02565384064
6e-05,0.00693798107,0.02155304084,0.02834797074,0.00770092056
6.5e-05,-0.00975132047,0.00653266946,0.00979900419,-0.0071525578
7e-05,0.01657009224,0.01790523636,0.00796318102,0.00913143212
7.5e-05,-0.00619888343,-0.00109672553,-0.00965595303,-0.02012252928
8e-05,-0.01132488318,0.00412464166,0.04882812791,0.00274181382
8.5e-05,0.02019405485,0.0421524073,0.04620552338,0.04990101158
9e-05,-0.0334739705,-0.02436638024,-0.07290840583,-0.04932880696
9.5e-05,0.02472400813,0.00388622307,0.0048637393,0.03602504945
0.0001,-0.0721693082,-0.05395412767,-0.02827644517,-0.06377697371
0.000105,0.0291347521,0.05002022088,0.06608963407,0.1047611299
0.00011,-0.09510517687,-0.04937649068,-0.0928640421,-0.06277561562
0.000115,-0.00276565568,0.01807212937,0.00457763699,0.06756782934
0.00012,-0.06444454577,-0.04134178408,-0.06356239698,-0.0401020074
0.000125,0.06742477819,0.05173683475,0.04673004429,0.11253357604
0.00013,-0.02372265003,-0.0212192548,-0.03683567267,-0.03085136597
0.000135,0.03702640754,0.00956058559,0.03049373808,0.05590916013
0.00014,-0.02565384064,-0.10175705563,-0.04427433278,-0.03151893804
0.000145,0.00746250197,-0.06737709447,-0.04863739304,-0.00548362765
0.00015,0.03893375629,-0.00231266036,-0.02160072455,-0.00350475332
0.000155,0.05342960676,-0.00782012986,0.01974105953,0.01537799927
0.00016,0.06458759693,0.00197887432,0.07936954971,0.05548000666
0.000165,0.01778602706,-0.02353191516,0.01196861338,-0.00402927423
0.00017,0.07889271253,0.05400181139,0.04091263061,0.08454323319
0.000175,-0.03323555191,-0.01609325505,-0.0263214127,-0.06465912251
0.00018,0.07886887067,0.00917911584,0.0691175502,0.06382465743
0.000185,-0.0150680551,-0.09520054431,-0.02970695673,-0.05943775531
0.00019,0.05176067661,0.02868175678,0.04305839795,0.07998943806
0.000195,-0.04014969111,0.01351833424,-0.03399849141,-0.01373291097
0.0002,0.01869201772,0.02596378481,0.04744530007,0.07293224769
0.000205,-0.04518032343,-0.05617142058,0.02422332908,-0.01356601796
0.00021,0.01764297591,-0.00324249287,0.09152889797,0.02908706838
0.000215,0.0341177007,-0.00078678136,0.03871917955,0.02737045451
